,tfidf_prob_Score,Text,Doc_Name
1238,1.0," Jose has 85 peanuts. Kenya has 48 more than Jose. How many peanuts does Kenya have?
",SingleEQquestions.txt
1237,1.0," Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?
",SingleEQquestions.txt
240,1.0,"Tom has 30 violet balloons , he gave Fred 16 of the balloons . How many violet balloons does he now have ? 
",All-Arithquestions.txt
1021,1.0,"In March it rained 0.81 inches . It rained 0.35 inches less in April than in March . How much did it rain in April ? 
",SingleEQquestions.txt
132,1.0,"Sam has 30 nickels and dimes worth 2.40 dollars. How many nickels does he have?
",alg514questions.txt
1036,1.0,"Sara picked 35 pears and 27 apples from the orchard . She gave 28 pears to Dan . How many pears does Sara have ? 
",SingleEQquestions.txt
535,1.0," A store had 40 oranges in a bin. If they threw away 37 of the old ones and put 7 new ones in the bin how many would be in the bin? 
",All-Arithquestions.txt
550,1.0," A store had 40 oranges in a bin. If they threw away 25 of the old ones and put 21 new ones in the bin how many would be in the bin? 
",All-Arithquestions.txt
101,1.0,"Separate 66 into 2 parts so that 0.40 of one part exceeds 0.625 of the other part by 10. What is the smaller part? What is the larger part?
",alg514questions.txt
1286,1.0," A store had 40 oranges in a bin. If they threw away 37 of the old ones and put 7 new ones in the bin how many would be in the bin? 
",SingleEQquestions.txt
358,1.0,"Heather has 60 oranges. Russell takes 35 away. How many oranges will Heather have?
",All-Arithquestions.txt
846,1.0,"Willie has 48 bananas. Charles has 14 bananas. He loses 35. How many bananas will Willie have?
",illinois(IL)questions.txt
362,1.0,"Sara has 10 marbles. She loses 7. How many marbles will Sara have?
",All-Arithquestions.txt
110,1.0,"Rita received a 70 dollars gift card for a coffee store. She used it in buying some coffee that cost 8.58 dollars per pound. After buying the coffee , she had 35.68 dollars left on her card. How many pounds of coffee did she buy? 
",alg514questions.txt
223,1.0,"Dan has 64 violet marbles , he gave Mary 14 of the marbles . How many violet marbles does he now have ? 
",All-Arithquestions.txt
113,1.0,"According to Dr. Aaron R. Folsom of the University of Minnesota School of Public Health , your maximum ideal waist size is directly proportional to your hip size. For a woman with 40 inch hips , the maximum ideal waist size is 32 inches. What is the maximum waist size for a woman with 35 inch hips? 
",alg514questions.txt
1038,1.0,"Nancy found 35 seashells and 25 starfish on the beach . She gave 17 of the seashells to Jason . How many seashells does Nancy now have ? 
",SingleEQquestions.txt
852,1.0,"Marilyn has 40 bananas that must be put away in boxes. Daniel comes to help and brings 10 cookies to share with Marilyn. If there are 8 boxes, how many bananas must go in each box?
",illinois(IL)questions.txt
1260,1.0," Cody is 14 years old. His grandmother is 6 times as old as he is. How old is Cody's grandmother?
",SingleEQquestions.txt
547,1.0," Debby had 30 coloring books. If she gave away 7 of them, but then bought 35 more, how many would she have total? 
",All-Arithquestions.txt
546,1.0," Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? 
",All-Arithquestions.txt
1270,1.0," Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? 
",SingleEQquestions.txt
854,1.0,"Joshua has 40 Skittles and 6 eggs. If he shares the Skittles among 5 friends, how many Skittles does each friend get?
",illinois(IL)questions.txt
543,1.0," A store had 50 oranges in a bin. If they threw away 40 of the old ones and put 24 new ones in the bin how many would be in the bin? 
",All-Arithquestions.txt
1135,1.0,"Albert has 35 oranges stored in boxes. If there are 7 boxes, how many oranges must go in each box?
",SingleEQquestions.txt
1269,1.0," Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? 
",SingleEQquestions.txt
1137,1.0,"Steven wants to split a collection of cards into groups of 6. Steven has 30 cards. How many groups will be created?
",SingleEQquestions.txt
1037,1.0,"Jessica grew 35 watermelons and 30 carrots , but the rabbits ate 27 watermelons . How many watermelons does Jessica have ? 
",SingleEQquestions.txt
900,1.0," Adolfo made a tower with 35 blocks. He added some more blocks and now he has 65 blocks. How many did he have to  add?
",illinois(IL)questions.txt
493,1.0," Mr. Guzman bought 48 doughnuts packed equally into 4 boxes. How many doughnuts were in each box?
",All-Arithquestions.txt
352,1.0,"Carlos has 58 blocks. He gives 21 to Rachel. How many blocks will Carlos have?
",All-Arithquestions.txt
907,1.0," There were 27 boys and 35 girls on the playground at recess. How many children were on the playground at recess?
",illinois(IL)questions.txt
1197,1.0," 14 birds were sitting in a tree. 21 more birds flew up to the tree. How many birds were there altogether in the tree?
",SingleEQquestions.txt
194,1.0,"John is writing an article. The article is limited to 48,000 words. He decides to use two types of font. Large font is 1,800 words per page , small font is 2,400 words per page. He is allowed 21 pages for this article. How many pages are in small font? How many pages are in large font? 
",alg514questions.txt
927,1.0," Megan had 217 markers. Robert gave her 109 more markers. How many markers does Megan have altogether?
",illinois(IL)questions.txt
931,1.0," Mr. Guzman bought 48 doughnuts packed equally into 4 boxes. How many doughnuts were in each box?
",illinois(IL)questions.txt
462,1.0," Adolfo made a tower with 35 blocks. He added some more blocks and now he has 65 blocks. How many did he have to  add?
",All-Arithquestions.txt
198,1.0,"An art dealer sold 16 etchings for 630 dollars. He sold some of them at 35 dollars each and the rest at 45 dollars each. How many etchings did he sell at 35 dollars? How many etchings did he sell at 45 dollars? 
",alg514questions.txt
972,1.0,"Sam found 35 seashells on the beach , he gave Joan 18 of the seashells . How many seashells does he now have ? 
",SingleEQquestions.txt
456,1.0," Kelly has 50 Nintendo games. How many does she need to give away so that she will have 35 games left?
",All-Arithquestions.txt
455,1.0," Megan had 49 markers. Robert gave her 39 more markers. How many markers does Megan have altogether?
",All-Arithquestions.txt
947,1.0," Cody is 14 years old. His grandmother is 6 times as old as he is. How old is Cody’s grandmother?
",illinois(IL)questions.txt
967,1.0,"Mike has 35 books in his library . He bought several books at a yard sale over the weekend . He now has 56 books in his library . How many books did he buy at the yard sale ? 
",SingleEQquestions.txt
966,1.0,"Sally had 27 Pokemon cards . Dan gave her 41 new Pokemon cards . Sally bought 20 Pokemon cards . How many Pokemon cards does Sally have now ? 
",SingleEQquestions.txt
210,1.0,"Sara had 21 quarters in her bank . Her dad gave her 49 quarters . How many quarters does she have now ? 
",All-Arithquestions.txt
212,1.0,"Joan has 40 blue balloons Melanie has 41 blue balloons . How many blue balloons do they have in total ? 
",All-Arithquestions.txt
446,1.0," 14 birds were sitting in a tree. 21 more birds flew up to the tree. How many birds were there altogether in the tree?
",All-Arithquestions.txt
215,1.0,"Sally had 27 Pokemon cards . Dan gave her 41 new Pokemon cards . Sally bought 20 Pokemon cards . How many Pokemon cards does Sally have now ? 
",All-Arithquestions.txt
216,1.0,"Mike has 35 books in his library . He bought several books at a yard sale over the weekend . He now has 56 books in his library . How many books did he buy at the yard sale ? 
",All-Arithquestions.txt
961,1.0,"Sara had 21 quarters in her bank . Her dad gave her 49 quarters . How many quarters does she have now ? 
",SingleEQquestions.txt
963,1.0,"Joan has 40 blue balloons Melanie has 41 blue balloons . How many blue balloons do they have in total ? 
",SingleEQquestions.txt
1165,1.0,"Marilyn has 40 bananas that must be put away in boxes. Daniel comes to help and brings 10 cookies to share with Marilyn. If there are 8 boxes, how many bananas must go in each box?
",SingleEQquestions.txt
221,1.0,"Sam found 35 seashells on the beach , he gave Joan 18 of the seashells . How many seashells does he now have ? 
",All-Arithquestions.txt
190,1.0,"The sum of two numbers is 48. The difference between three times the smaller number and the larger number is 16. Find the smaller number and the larger number.
",alg514questions.txt
1159,1.0,"Willie has 48 bananas. Charles has 14 bananas. He loses 35. How many bananas will Willie have?
",SingleEQquestions.txt
469,1.0," There were 27 boys and 35 girls on the playground at recess. How many children were on the playground at recess?
",All-Arithquestions.txt
408,1.0,"Willie has 48 bananas. Charles has 14 bananas. He loses 35. How many bananas will Willie have?
",All-Arithquestions.txt
908,1.0," Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?
",illinois(IL)questions.txt
168,1.0,"A 40 % sugar solution is added to an 85 % sugar solution to create 1800 milliliters of a 60 % solution. How many milliliters of the 40 % solution should be used? How many millileters of the 85 % solution?
",alg514questions.txt
489,1.0," Megan had 217 markers. Robert gave her 109 more markers. How many markers does Megan have altogether?
",All-Arithquestions.txt
991,1.0,"Tom has 30 violet balloons , he gave Fred 16 of the balloons . How many violet balloons does he now have ? 
",SingleEQquestions.txt
1221,1.0," Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?
",SingleEQquestions.txt
1220,1.0," There were 27 boys and 35 girls on the playground at recess. How many children were on the playground at recess?
",SingleEQquestions.txt
173,1.0,"Paul has 30 postcards. He has 4 times as many large postcards as small postcards. How many small postcards does he have? How many large postcards?
",alg514questions.txt
487,1.0," Jose has 85 peanuts. Kenya has 48 more than Jose. How many peanuts does Kenya have?
",All-Arithquestions.txt
486,1.0," Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?
",All-Arithquestions.txt
1213,1.0," Adolfo made a tower with 35 blocks. He added some more blocks and now he has 65 blocks. How many did he have to  add?
",SingleEQquestions.txt
470,1.0," Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?
",All-Arithquestions.txt
924,1.0," Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?
",illinois(IL)questions.txt
179,1.0,"E-Chem Testing has a solution that is 80 % base and another that is 30 % base. A technician needs 150 liters of a solution that is 62 % base. The 150 liters will be prepared by mixing the two solutions on hand. How much of the 80 % base and the 30 % base should be used?
",alg514questions.txt
414,1.0,"Marilyn has 40 bananas that must be put away in boxes. Daniel comes to help and brings 10 cookies to share with Marilyn. If there are 8 boxes, how many bananas must go in each box?
",All-Arithquestions.txt
181,1.0,"In a class of 35 students the number of girls is 0.4 of the number of boys. Find the number of girls in the class.
",alg514questions.txt
1207,1.0," Kelly has 50 Nintendo games. How many does she need to give away so that she will have 35 games left?
",SingleEQquestions.txt
925,1.0," Jose has 85 peanuts. Kenya has 48 more than Jose. How many peanuts does Kenya have?
",illinois(IL)questions.txt
1206,1.0," Megan had 49 markers. Robert gave her 39 more markers. How many markers does Megan have altogether?
",SingleEQquestions.txt
416,1.0,"Joshua has 40 Skittles and 6 eggs. If he shares the Skittles among 5 friends, how many Skittles does each friend get?
",All-Arithquestions.txt
974,1.0,"Dan has 64 violet marbles , he gave Mary 14 of the marbles . How many violet marbles does he now have ? 
",SingleEQquestions.txt
99,1.0,"2 investments are made totaling 8800 dollars. For a certain year , these investments yield 1326 dollars in simple interest. Part of the 8800 dollars is invested at 16 % and part at 14 %. Find the amount invested at 16 % and 14 %. 
",alg514questions.txt
1167,1.0,"Joshua has 40 Skittles and 6 eggs. If he shares the Skittles among 5 friends, how many Skittles does each friend get?
",SingleEQquestions.txt
97,1.0,"Student Council wants to rent a banquet hall for the prom. Caesar 's charges 800 dollars to rent the room and 30 dollars for each meal. Venus Hall charges 500 dollars to rent the room and 35 dollars for each meal. How many guests must attend the prom for the costs of the two halls to be the same?
",alg514questions.txt
796,1.0,"Heather has 60 oranges. Russell takes 35 away. How many oranges will Heather have?
",illinois(IL)questions.txt
1343,1.0," Will had 57 dollars. If he spent 27 bucks on a new game, how many 6 dollar toys could he buy with the money he had left? 
",SingleEQquestions.txt
668,1.0," Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? 
",commoncore(CC)questions.txt
1342,1.0," Megan earned 8 points for each bag of cans she recycled. If she had 14 bags, but didn't recycle 5 of them, how many points would she have earned? 
",SingleEQquestions.txt
318,1.0,"Alyssa picked 17 plums and Jason picked 10 plums . Melanie picked 35 pears . How many plums were picked in all ? 
",All-Arithquestions.txt
665,1.0," A store had 50 oranges in a bin. If they threw away 40 of the old ones and put 24 new ones in the bin how many would be in the bin? 
",commoncore(CC)questions.txt
319,1.0,"There are 48 pencils and 40 scissors in the drawer . Joan placed 29 pencils in the drawer . How many pencils are now there in all ? 
",All-Arithquestions.txt
657,1.0," A store had 40 oranges in a bin. If they threw away 37 of the old ones and put 7 new ones in the bin how many would be in the bin? 
",commoncore(CC)questions.txt
776,1.0,"Edward starts with 92 eggs. He gives 40 to Phillip. How many eggs does Edward end with?
",illinois(IL)questions.txt
326,1.0,"Martha has 2 peanuts. Joyce has 26 peanuts. If Joyce gives all of her peanuts to Martha, how many peanuts will Martha have?
",All-Arithquestions.txt
51,1.0,"An embossing shop etches metal with acid solutions. The owner is discussing a certain job with the job supervisor , and they decide to use 30 ounces of a 40 % solution. Upon checking the acid solution supplies , the supervisor has found some 25 % acid solution and some 50 % acid solution , but there is no 40 % acid solution. The owner explains to the supervisor how the two existing solutions can be mixed to obtain a 40 % acid solution. How much of each solution is needed? 
",alg514questions.txt
1113,1.0,"Sara has 10 marbles. She loses 7. How many marbles will Sara have?
",SingleEQquestions.txt
1070,1.0,"There are 48 pencils and 40 scissors in the drawer . Joan placed 29 pencils in the drawer . How many pencils are now there in all ? 
",SingleEQquestions.txt
273,1.0,"A chef bought 0.14 kilograms of almonds and 0.38 kilograms of pecans . How many kilograms of nuts did the chef buy in all ? 
",All-Arithquestions.txt
641,1.0," Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? 
",commoncore(CC)questions.txt
640,1.0," Oliver had 35 dollars. For his birthday he got 50 more dollars but spent 84 on a new game. How much money does he have now? 
",commoncore(CC)questions.txt
784,1.0,"Bridget weighs 39 pounds. Martha weighs 2 pounds. How much heavier is Bridget than Martha?
",illinois(IL)questions.txt
1103,1.0,"Carlos has 58 blocks. He gives 21 to Rachel. How many blocks will Carlos have?
",SingleEQquestions.txt
790,1.0,"Carlos has 58 blocks. He gives 21 to Rachel. How many blocks will Carlos have?
",illinois(IL)questions.txt
1069,1.0,"Alyssa picked 17 plums and Jason picked 10 plums . Melanie picked 35 pears . How many plums were picked in all ? 
",SingleEQquestions.txt
1344,1.0," Megan had 93 files on her computer. She deleted 21 of them and put the rest into folders with 8 files in each one. How many folders did Megan end up with? 
",SingleEQquestions.txt
669,1.0," Debby had 30 coloring books. If she gave away 7 of them, but then bought 35 more, how many would she have total? 
",commoncore(CC)questions.txt
672,1.0," A store had 40 oranges in a bin. If they threw away 25 of the old ones and put 21 new ones in the bin how many would be in the bin? 
",commoncore(CC)questions.txt
1097,1.0,"Bridget weighs 39 pounds. Martha weighs 2 pounds. How much heavier is Bridget than Martha?
",SingleEQquestions.txt
734,1.0," Oliver made 35 dollars mowing lawns over the summer. If he spent 7 dollars buying new mower blades, how many 4 dollar games could he buy with the money he had left? 
",commoncore(CC)questions.txt
736,1.0," Wendy uploaded 45 pictures to Facebook. She put 27 pics into one album and put the rest into 9 different albums. How many pictures were in each album? 
",commoncore(CC)questions.txt
715,1.0," Megan had 93 files on her computer. She deleted 21 of them and put the rest into folders with 8 files in each one. How many folders did Megan end up with? 
",commoncore(CC)questions.txt
10,1.0,"Find the amount of 6 percent acid solution and the amount of a 14 percent acid solution that Pat should combine to prepare 50 cubic-centimeters of 12 percent solution.
",alg514questions.txt
714,1.0," Will had 57 dollars. If he spent 27 bucks on a new game, how many 6 dollar toys could he buy with the money he had left? 
",commoncore(CC)questions.txt
713,1.0," Megan earned 8 points for each bag of cans she recycled. If she had 14 bags, but didn't recycle 5 of them, how many points would she have earned? 
",commoncore(CC)questions.txt
1365,1.0," Wendy uploaded 45 pictures to Facebook. She put 27 pics into one album and put the rest into 9 different albums. How many pictures were in each album? 
",SingleEQquestions.txt
1363,1.0," Oliver made 35 dollars mowing lawns over the summer. If he spent 7 dollars buying new mower blades, how many 4 dollar games could he buy with the money he had left? 
",SingleEQquestions.txt
287,1.0,"Nancy found 35 seashells and 25 starfish on the beach . She gave 17 of the seashells to Jason . How many seashells does Nancy now have ? 
",All-Arithquestions.txt
33,1.0,"An employment agency specializing in temporary construction help pays heavy equipment operators 140 dollars per day and general laborers 90 dollars per day. If 35 people were hired and the payroll was 3950 dollars , how many heavy equipment operators were employed? How many laborers were employed? 
",alg514questions.txt
286,1.0,"Jessica grew 35 watermelons and 30 carrots , but the rabbits ate 27 watermelons . How many watermelons does Jessica have ? 
",All-Arithquestions.txt
285,1.0,"Sara picked 35 pears and 27 apples from the orchard . She gave 28 pears to Dan . How many pears does Sara have ? 
",All-Arithquestions.txt
21,1.0,"Norman and Suzanne Scarpulla own 35 shares of Mcdonald 's stocks and 69 shares of the Ohio Art Company stock. On a particular day in 2011 , their stock portfolio consisting of these two stocks was worth 2,814 dollars. The Mcdonalds stock was 70 dollars more per share than the Ohio Art Company stock. What was the price of McDonalds stock on that day? What was the cost of the Ohio Art Company stock on that day? 
",alg514questions.txt
22,1.0,"The difference between two numbers is 20 and their sum is 48. Find the numbers.
",alg514questions.txt
1078,1.0,"Joshua has 40 bottle caps. He buys 7 more. How many bottle caps does Joshua have in all?
",SingleEQquestions.txt
1077,1.0,"Martha has 2 peanuts. Joyce has 26 peanuts. If Joyce gives all of her peanuts to Martha, how many peanuts will Martha have?
",SingleEQquestions.txt
764,1.0,"Martha has 2 peanuts. Joyce has 26 peanuts. If Joyce gives all of her peanuts to Martha, how many peanuts will Martha have?
",illinois(IL)questions.txt
765,1.0,"Joshua has 40 bottle caps. He buys 7 more. How many bottle caps does Joshua have in all?
",illinois(IL)questions.txt
270,1.0,"In March it rained 0.81 inches . It rained 0.35 inches less in April than in March . How much did it rain in April ? 
",All-Arithquestions.txt
327,1.0,"Joshua has 40 bottle caps. He buys 7 more. How many bottle caps does Joshua have in all?
",All-Arithquestions.txt
1109,1.0,"Heather has 60 oranges. Russell takes 35 away. How many oranges will Heather have?
",SingleEQquestions.txt
612,1.0," Oliver made 35 dollars mowing lawns over the summer. If he spent 7 dollars buying new mower blades, how many 4 dollar games could he buy with the money he had left? 
",All-Arithquestions.txt
614,1.0," Wendy uploaded 45 pictures to Facebook. She put 27 pics into one album and put the rest into 9 different albums. How many pictures were in each album? 
",All-Arithquestions.txt
72,1.0,"There are 7066 known nesting pairs of bald eagles in the lower 48 states today. This is 6649 more pairs than in 1963. How many nesting pairs of bald eagles were there in the lower 48 states in 1963?
",alg514questions.txt
593,1.0," Megan had 93 files on her computer. She deleted 21 of them and put the rest into folders with 8 files in each one. How many folders did Megan end up with? 
",All-Arithquestions.txt
79,1.0,"The difference of 3 times a number and 5 is 40. Find the number.
",alg514questions.txt
592,1.0," Will had 57 dollars. If he spent 27 bucks on a new game, how many 6 dollar toys could he buy with the money he had left? 
",All-Arithquestions.txt
1301,1.0," A store had 40 oranges in a bin. If they threw away 25 of the old ones and put 21 new ones in the bin how many would be in the bin? 
",SingleEQquestions.txt
338,1.0,"Edward starts with 92 eggs. He gives 40 to Phillip. How many eggs does Edward end with?
",All-Arithquestions.txt
90,1.0,"The Willey Farm Collective , farmed by several branches of the Willeys , has 4500 acres of land available for raising corn and wheat. The cost of raising corn is 42 dollars an acre , while the cost of wheat is 35 dollars an acre. The Collective 's available capital is 165,200 dollars. How many acres of corn should the Collective plant? How many acres of wheat should the collective plant? 
",alg514questions.txt
1297,1.0," Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? 
",SingleEQquestions.txt
822,1.0,"Albert has 35 oranges stored in boxes. If there are 7 boxes, how many oranges must go in each box?
",illinois(IL)questions.txt
81,1.0,"The sum of two numbers is 40 , one number is 8 more than the other. Find the numbers. 
",alg514questions.txt
591,1.0," Megan earned 8 points for each bag of cans she recycled. If she had 14 bags, but didn't recycle 5 of them, how many points would she have earned? 
",All-Arithquestions.txt
1294,1.0," A store had 50 oranges in a bin. If they threw away 40 of the old ones and put 24 new ones in the bin how many would be in the bin? 
",SingleEQquestions.txt
800,1.0,"Sara has 10 marbles. She loses 7. How many marbles will Sara have?
",illinois(IL)questions.txt
346,1.0,"Bridget weighs 39 pounds. Martha weighs 2 pounds. How much heavier is Bridget than Martha?
",All-Arithquestions.txt
1298,1.0," Debby had 30 coloring books. If she gave away 7 of them, but then bought 35 more, how many would she have total? 
",SingleEQquestions.txt
824,1.0,"Steven wants to split a collection of cards into groups of 6. Steven has 30 cards. How many groups will be created?
",illinois(IL)questions.txt
191,0.9999999999999998,"Six apples and three oranges cost 1.77 dollars. Two apples and five oranges cost 1.27 dollars. Find the cost of each apple and the cost of an orange. 
",alg514questions.txt
1311,0.9999999999999998," Robin uploaded 35 pictures from her phone and 5 from her camera to facebook. If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? 
",SingleEQquestions.txt
682,0.9999999999999998," Robin uploaded 35 pictures from her phone and 5 from her camera to facebook. If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? 
",commoncore(CC)questions.txt
162,0.9999999999999998,"Find two numbers whose sum is 14 if one number is 3 times as large as the other number.
",alg514questions.txt
560,0.9999999999999998," Robin uploaded 35 pictures from her phone and 5 from her camera to facebook. If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? 
",All-Arithquestions.txt
158,0.9999999999999998,"The sum of 2 integers is 30. 2 times the larger integer is 10 less than 5 times the smaller integer. Find the smaller number and larger number.
",alg514questions.txt
122,0.9999999999999996,"A mixture of water and antifreeze in a car is 10 % antifreeze. In colder climates this mixture should contain 50 % antifreeze. If the radiator contains 4 gallons of fluid , how many gallons of radiator fluid should be drained and replaced with a mixture containing 80 % antifreeze? 
",alg514questions.txt
1082,0.9999999999999996,"Anthony has 9 pencils. Kathryn gives Anthony 56 more. How many pencils does Anthony have in all?
",SingleEQquestions.txt
331,0.9999999999999996,"Anthony has 9 pencils. Kathryn gives Anthony 56 more. How many pencils does Anthony have in all?
",All-Arithquestions.txt
769,0.9999999999999996,"Anthony has 9 pencils. Kathryn gives Anthony 56 more. How many pencils does Anthony have in all?
",illinois(IL)questions.txt
1367,0.9999999999999996," A company invited 45 people to a luncheon, but 35 of them didn't show up. If the tables they had held 2 people each, how many tables do they need? 
",SingleEQquestions.txt
335,0.9999999999999996,"Harold has 53 marbles. He gets 16 more from Steve. How many marbles does Harold have in all?
",All-Arithquestions.txt
738,0.9999999999999996," A company invited 45 people to a luncheon, but 35 of them didn't show up. If the tables they had held 2 people each, how many tables do they need? 
",commoncore(CC)questions.txt
616,0.9999999999999996," A company invited 45 people to a luncheon, but 35 of them didn't show up. If the tables they had held 2 people each, how many tables do they need? 
",All-Arithquestions.txt
773,0.9999999999999996,"Harold has 53 marbles. He gets 16 more from Steve. How many marbles does Harold have in all?
",illinois(IL)questions.txt
1086,0.9999999999999996,"Harold has 53 marbles. He gets 16 more from Steve. How many marbles does Harold have in all?
",SingleEQquestions.txt
377,0.9999999999999993,"There are 35 bottle caps in Beverly's bottle cap collection. If the bottle caps are organized into 7 groups, how big is each group?
",All-Arithquestions.txt
1128,0.9999999999999993,"There are 35 bottle caps in Beverly's bottle cap collection. If the bottle caps are organized into 7 groups, how big is each group?
",SingleEQquestions.txt
815,0.9999999999999993,"There are 35 bottle caps in Beverly's bottle cap collection. If the bottle caps are organized into 7 groups, how big is each group?
",illinois(IL)questions.txt
1183,0.9999999999999991," Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?
",SingleEQquestions.txt
746,0.9999999999999991," Haley was planting vegetables in her garden. She started with 56 seeds and planted 35 of them in the big garden and in each of her small gardens put 3 seeds each. How many small gardens did Haley have? 
",commoncore(CC)questions.txt
551,0.9999999999999991," Roger had 25 books. If he sold 21 of them and used the money he earned to buy 30 new books, how many books would Roger have? 
",All-Arithquestions.txt
317,0.9999999999999991,"Mary had 21 dimes and 38 pennies in her bank . Her dad borrowed 18 pennies from Mary . How many pennies does she have now ? 
",All-Arithquestions.txt
432,0.9999999999999991," Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?
",All-Arithquestions.txt
624,0.9999999999999991," Haley was planting vegetables in her garden. She started with 56 seeds and planted 35 of them in the big garden and in each of her small gardens put 3 seeds each. How many small gardens did Haley have? 
",All-Arithquestions.txt
673,0.9999999999999991," Roger had 25 books. If he sold 21 of them and used the money he earned to buy 30 new books, how many books would Roger have? 
",commoncore(CC)questions.txt
1302,0.9999999999999991," Roger had 25 books. If he sold 21 of them and used the money he earned to buy 30 new books, how many books would Roger have? 
",SingleEQquestions.txt
1068,0.9999999999999991,"Mary had 21 dimes and 38 pennies in her bank . Her dad borrowed 18 pennies from Mary . How many pennies does she have now ? 
",SingleEQquestions.txt
870,0.9999999999999991," Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?
",illinois(IL)questions.txt
1099,0.9999999999999989,"Pamela starts with 30 bottle caps. Jean takes 26 away. How many bottle caps does Pamela end with?
",SingleEQquestions.txt
786,0.9999999999999989,"Pamela starts with 30 bottle caps. Jean takes 26 away. How many bottle caps does Pamela end with?
",illinois(IL)questions.txt
348,0.9999999999999989,"Pamela starts with 30 bottle caps. Jean takes 26 away. How many bottle caps does Pamela end with?
",All-Arithquestions.txt
939,0.9999999999999987," A perfect score is 21 points. How many points would you have after 3 perfect games in a row?
",illinois(IL)questions.txt
