The sum of 15 times the age of Craig at present and 13 times that of Robert's age 9 years ago was 811,15
The ratio between the age of Charles at present and Gabriela now is 39 by 43,43
The sum of 11 times the age of Paul 13 years from now and Donald 13 years from now will be 234,11
The sum of 2 times the age of Alison 35 years from now and 8 times that of Robert at present is 354,2
The ratio between Betty's age 20 years ago and that of Delbert's age 20 years ago was 50 : 8,8
6 times the age of Rosalia 7 years hence will be 9 times the age of Calvin at present,6
The difference between 3 times the age of Walter at present and 13 times that of Michael's age 22 years hence will be -579,3
The ratio between the age of Sabrina 8 years from now and that of Sandra's age 2 years ago was 38 by 2,2
114 times Will's age 5 years in the past was 111 times the age of Kevin 27 years from now,114
15 times the age of Pamela 43 years hence will be 186 times that of Cynthia 18 years in the past,15
The ratio between the age of Valorie at present and Gregory's age 3 years ago was 136 by 12,12
The ratio between David's age 3 years ago and that of John's age 35 years hence will be 66 by 141,141
The sum of 6 times James's age at present and Marian 41 years from now will be 233,6
The ratio between the age of Mary 44 years hence and Robert's age now is 216 : 15,15
The ratio between Susan's age 14 years ago and that of Cody now is 26 by 23,23
The ratio between the age of Adam 2 years ago and the age of Jennifer at present is 1 by 1,1
The ratio between William's age now and the age of William 42 years from now will be 14 : 23,23
The sum of 13 times the age of David 3 years ago and 15 times Mary 13 years from now will be 309,13
118 times the age of Maria at present is 38 times Willie's age 32 years from now,118
The sum of 8 times Rodney's age now and 16 times that of Stephen at present is 160,8
The product of 11 times Luigi's age 31 years hence and 19 times the age of Dorothy 31 years from now will be 620312,11
The difference between 11 times the age of Chester 3 years ago and 19 times that of Kathleen now is -662,11
The product of 13 times the age of Lindsey at present and 11 times that of Francine 31 years hence will be 21879,13
The difference between 19 times Kathleen's age 11 years ago and 8 times Stephine's age 31 years hence will be -26,19
The sum of 6 times Linda's age 2 years ago and 8 times that of Janice's age now is 154,6
20 times the age of Christopher 3 years in the past was 176 times that of Frederick 3 years in the past,20
96 times the age of Scott at present is 124 times Margaret 15 years in the past,96
The product of 2 times James's age 40 years from now and Robert's age 2 years ago was 1920,2
The ratio between Conrad's age 49 years from now and Diana 49 years from now will be 189 : 156,156
The product of 2 times Gertrude's age 3 years hence and 13 times William's age now is 11960,2
The sum of 18 times the age of Sandra 3 years ago and 13 times that of Laura's age now is 245,18
The product of 6 times the age of Crystal now and 13 times that of David 6 years hence will be 24570,6
The difference between 13 times Joseph's age 29 years hence and 19 times that of Effie's age 16 years ago was 539,13
The difference between 6 times Diane's age 45 years from now and 9 times Charles 45 years from now will be 24,6
The difference between 4 times the age of Bruce 7 years ago and 13 times Eric 7 years ago was -127,4
The product of 12 times the age of Vivienne 16 years from now and 11 times that of Kelly now is 31416,12
180 times Bob's age at present is 64 times that of Frances now,180
The sum of 16 times Doris's age 17 years in the past and 7 times Cathy's age at present is 431,16
The difference between 10 times the age of Courtney 33 years hence and 8 times Raymond's age 33 years hence will be 154,10
The difference between 8 times the age of Elizabeth 35 years hence and 7 times the age of Lauren 35 years hence will be -4,8
The ratio between the age of William 39 years hence and that of Gonzalo's age at present is 52 by 14,14
6 times Steven's age 25 years from now will be 134 times that of William 35 years in the past,6
The product of 9 times the age of Matthew now and 14 times Michael 11 years from now will be 26208,9
The difference between 5 times the age of Diana 33 years hence and 13 times Stephen 33 years from now will be -461,5
The product of 2 times Mary's age 6 years from now and 18 times Evelyn at present is 47520,2
The difference between 19 times Jenny's age now and 13 times that of Winston 49 years from now will be -399,19
The product of 7 times John's age now and 3 times the age of Laura 37 years hence will be 24696,7
The ratio between the age of Etta at present and the age of Antionette at present is 14 by 13,13
The difference between 5 times the age of Lynn 2 years in the past and 8 times Walter at present is 136,5
The sum of 15 times the age of Leonard at present and 4 times Faith's age 12 years from now will be 577,15
The sum of 4 times Bonnie's age now and 10 times Paul's age 5 years ago was 216,4
The difference between 5 times Edward's age 19 years ago and 12 times that of Linda now is -430,5
The sum of 17 times Joseph's age 44 years hence and 14 times that of Mary's age 44 years hence will be 2088,17
The ratio between the age of Carolyn now and the age of Sydney 14 years in the past was 9 by 8,8
12 times the age of Dustin now is 7 times that of Patricia at present,12
The ratio between the age of Pamela 28 years from now and Michelle 7 years in the past was 9 by 6,6
10 times the age of Frances 23 years ago was 16 times that of Douglas's age 23 years in the past,10
The sum of 12 times Patricia's age 6 years ago and 8 times the age of Angela at present is 464,12
The product of 2 times the age of Dale 1 years ago and 9 times that of Jean's age now is 774,2
The difference between 11 times the age of Jeremiah at present and 17 times that of Jessica now is -60,11
The difference between 17 times the age of Jessie 38 years hence and 17 times John at present is 680,17
The difference between 10 times Ashley's age 3 years in the past and 3 times that of Howard's age 40 years from now will be -88,10
The sum of 18 times the age of Michael now and that of Robert 10 years in the past was 452,18
The difference between 9 times Rosie's age 26 years hence and 10 times the age of Jonathan 8 years ago was 494,9
The difference between 7 times the age of Barbara at present and 6 times that of Marvin at present is 106,7
The sum of 12 times Julie's age 11 years ago and 10 times Laurie 11 years ago was 474,12
The difference between 11 times the age of Martha 42 years hence and 18 times that of Francis now is 253,11
The difference between 11 times the age of Frances 4 years ago and 7 times Lindsey's age 29 years from now will be -265,11
The ratio between April's age now and George at present is 8 : 62,62
The sum of 11 times the age of Linda now and 7 times that of Sara's age now is 488,11
The product of 7 times Robert's age 36 years hence and 6 times that of Stephen at present is 21168,7
The sum of 11 times the age of Lee 29 years from now and 18 times the age of Timothy 29 years from now will be 1012,11
3 times Arthur's age 2 years ago was 18 times Ralph's age now,3
The product of 2 times Lauren's age 2 years hence and the age of Diane now is 1798,2
The sum of 8 times the age of Jessica at present and 15 times that of Susan 19 years in the past was 406,8
108 times Michael's age now is 92 times that of Joanna 7 years hence,108
The ratio between the age of Seymour at present and Alice's age at present is 86 : 38,38
The sum of 7 times Daniel's age at present and 16 times Maurice's age now is 865,7
The ratio between Tameka's age 21 years hence and that of Antoinette 14 years ago was 141 : 102,102
The ratio between Andres's age 3 years in the past and the age of Sandra 3 years in the past was 23 : 1,1
The difference between 9 times Pam's age 15 years ago and 8 times Ronald's age 30 years hence will be -252,9
The product of 6 times Charles's age 28 years in the past and 9 times Nona 28 years ago was 2160,6
The product of 11 times Nancy's age at present and 3 times Bill's age 41 years hence will be 56430,11
92 times the age of Thomas 1 years hence will be 94 times that of Dolores's age now,92
The sum of the age of Myrtle 38 years from now and 2 times that of George's age 38 years hence will be 220,220
The sum of 3 times Christy's age 12 years ago and 7 times Helene's age now is 291,3
10 times Christopher's age 19 years from now will be 132 times Frederick 3 years in the past,10
The sum of 5 times the age of Christine 1 years from now and 4 times the age of William 1 years hence will be 286,5
The sum of 8 times Robert's age at present and 11 times that of Donna 4 years in the past was 306,8
The sum of 12 times Helen's age 45 years from now and 4 times that of Juan's age 45 years from now will be 1144,12
21 times Lance's age at present is 12 times Danny now,21
The sum of 15 times the age of Gregory 6 years in the past and 2 times the age of Maureen 23 years from now will be 448,15
The difference between 12 times the age of Bryan now and 9 times that of Angela's age 2 years in the past was 288,12
The difference between 15 times Dennis's age 46 years hence and 11 times Emma's age at present is 729,15
The product of 19 times Brian's age 22 years hence and 17 times William's age at present is 175712,19
The product of 2 times the age of Mozell 44 years from now and 19 times the age of Dianne 44 years from now will be 133760,2
The ratio between Lillie's age 32 years hence and the age of Stewart 3 years in the past was 272 by 4,4
14 times the age of Mary 35 years hence will be 100 times that of Lois 11 years ago,14
The sum of 8 times Connie's age 47 years from now and 13 times Erik 47 years from now will be 1825,8
The sum of the age of Jose at present and 10 times that of Adela 22 years from now will be 537,537
The product of 8 times Loren's age now and 9 times Brenda's age now is 8064,8
The difference between 4 times the age of Richard 3 years from now and 16 times Theo 3 years in the past was -32,4
The difference between 8 times Kenneth's age 4 years from now and 16 times May at present is 72,8
The ratio between Mathew's age at present and Patricia 2 years in the past was 74 : 22,22
The ratio between Joseph's age now and that of Jeffrey's age 24 years hence will be 96 : 195,195
The product of 9 times the age of Mildred 2 years in the past and 18 times Cynthia's age 2 years in the past was 63504,9
The ratio between Brandi's age at present and that of Dana now is 6 : 20,20
The sum of 7 times the age of Dennis 16 years hence and 12 times that of Daniella's age 6 years ago was 693,7
The product of 11 times James's age at present and 14 times Joseph at present is 40040,11
The sum of 14 times Jennifer's age 8 years in the past and 6 times that of Faye at present is 274,14
The ratio between the age of Donald 16 years in the past and that of Rigoberto's age 16 years ago was 1 by 1,1
The difference between 17 times James's age now and 11 times that of Charles's age 7 years from now will be -364,17
31 times Michael's age 3 years in the past was 46 times the age of James 23 years from now,31
The difference between 9 times Randy's age 11 years hence and 2 times Harold's age 15 years in the past was 360,9
The sum of 8 times the age of Patricia 34 years hence and 10 times that of Christopher's age 34 years hence will be 1076,8
The ratio between John's age at present and David 8 years from now will be 10 by 12,12
The sum of 2 times Goldie's age 46 years hence and 8 times that of Margaret's age 46 years hence will be 548,2
34 times the age of Hazel 37 years hence will be 148 times Francisco 28 years ago,34
The ratio between Jacob's age now and the age of Grover at present is 22 by 26,26
The sum of 10 times Dennis's age now and 4 times Steven at present is 438,10
The ratio between Glenda's age 5 years ago and that of Tommy's age now is 60 by 188,188
The sum of 7 times the age of Dwight 5 years in the past and 5 times that of Elton's age 5 years in the past was 89,7
The sum of 13 times Nicole's age 13 years in the past and 5 times James's age 41 years hence will be 373,13
The difference between 2 times Janet's age 18 years in the past and 12 times the age of Art now is -446,2
The sum of 7 Times the age of Tim 48 years hence and 5 Times the age of Elizabeth 48 years hence will be 1033,7
The product of 11 times the age of John at present and 4 times Joyce's age at present is 3344,11
The difference between 13 times the age of Lily 2 years in the past and 8 times the age of Maria now is -75,13
The sum of Debra's age at present and 8 times that of Ernest's age 25 years hence will be 418,418
The product of 8 times Judy's age 48 years hence and 14 times that of Henry 9 years ago was 155232,8
The difference between the age of Ethel at present and Lawrence at present is 5,1
The difference between 16 times Mary's age at present and 12 times Marcus's age 25 years hence will be 84,16
The product of 10 times Gordon's age 22 years from now and 11 times Helen 22 years from now will be 293260,10
8 times William's age 1 years ago was 4 times that of Anh's age at present,8
The ratio between Bridget's age 10 years ago and the age of Pauline 10 years in the past was 15 by 6,6
The product of 12 times the age of James 13 years from now and 19 times Madelyn's age at present is 150480,12
The product of 10 times the age of Kathleen 4 years in the past and 11 times Carol 4 years in the past was 30800,10
2 times the age of Teresa 28 years hence will be 4 times that of Patricia's age now,2
The ratio between the age of Amy at present and that of Diane's age 33 years hence will be 28 : 176,176
The ratio between Earle's age 42 years from now and Brittany's age at present is 28 : 10,10
The sum of Curtis's age 3 years ago and 16 times that of Jeffrey's age now is 141,1
The sum of 7 times the age of Agnes 4 years in the past and 19 times the age of Suzanne 33 years hence will be 1080,7
The product of 19 times the age of Carmen 25 years hence and 13 times Georgia at present is 63232,19
The ratio between the age of Blake 18 years hence and Sharon at present is 47 by 14,14
The product of 18 times David's age 28 years in the past and 17 times that of Nicholas's age 28 years ago was 19278,18
The difference between 11 times the age of Albert 1 years from now and 11 times that of Larry 1 years from now will be 176,11
The difference between 16 times Vickie's age 42 years from now and 9 times that of Ashley's age 14 years ago was 1058,16
The sum of 12 times the age of Karri 31 years hence and 3 times Sharon's age 7 years ago was 597,12
The sum of 19 times Larry's age at present and 12 times that of Harold's age 6 years hence will be 1375,19
The product of Natalie's age now and 7 times that of Charlie's age at present is 10878,1
The ratio between George's age 22 years hence and that of Don 7 years in the past was 96 by 2,2
3 times the age of Charlie 29 years from now will be 216 times Robin's age 6 years ago,3
The difference between 16 times the age of Lori 38 years from now and 18 times that of Sharon's age 1 years in the past was 532,16
The difference between 14 times Robert's age 6 years hence and 2 times that of Peter's age 2 years ago was 136,14
The difference between 13 times the age of George 12 years in the past and 13 times Nicholas's age 12 years in the past was -208,13
57 times John's age now is 25 times that of Christopher's age 43 years hence,57
94 times Luz's age at present is 56 times that of Dorene 40 years hence,94
The product of 13 times James's age 30 years from now and 13 times that of Marjorie now is 236600,13
The difference between 3 times Jacqueline's age 4 years in the past and 9 times that of Donald's age 30 years from now will be -564,3
The sum of 5 times George's age 28 years from now and 11 times Robert's age 2 years in the past was 341,5
The ratio between Mike's age 49 years from now and Vivian 49 years hence will be 120 by 93,93
The product of 16 times Mathew's age 2 years in the past and 10 times the age of Patricia 2 years ago was 61600,16
The sum of 8 times Reginald's age at present and 8 times David's age 3 years ago was 664,8
The product of 14 times the age of Thelma 5 years in the past and 3 times that of Brian's age 5 years in the past was 3192,14
The difference between 16 times the age of Ada now and 2 times Ruth 36 years in the past was 712,16
The sum of 3 times Ronald's age 11 years in the past and 9 times that of Teresa's age 11 years ago was 162,3
The product of 16 times Carla's age 3 years from now and 19 times Jeffrey's age 3 years from now will be 91200,16
The difference between 12 times the age of Charles now and 17 times that of Jason's age at present is -156,12
The product of 4 times the age of Jenny now and 3 times the age of Winston 49 years hence will be 12312,4
The sum of 13 times the age of Rose 11 years ago and 10 times the age of Rachel now is 352,13
122 times Jessica's age at present is 88 times Mi 21 years hence,122
The product of 8 times Catherine's age 20 years in the past and that of Jack's age 26 years from now will be 4888,8
2 times the age of Agnes 33 years hence will be 20 times Suzanne now,2
The sum of 2 times the age of Scott 5 years hence and 8 times the age of Walter 23 years ago was 226,2
The ratio between Abe's age 3 years ago and that of Lakia 27 years hence will be 72 : 140,140
The ratio between the age of Mark now and James's age 43 years hence will be 20 : 232,232
108 times Justin's age 9 years from now will be 88 times Hassie 7 years in the past,108
8 times Stephen's age now is 2 times that of Carmen 8 years ago,8
The product of 6 times the age of Charles 12 years in the past and 13 times that of Thelma 23 years from now will be 4602,6
The difference between 18 times Amy's age 2 years ago and 11 times that of Winford's age now is 514,18
87 times Maya's age now is 10 times Beverly's age 39 years hence,87
The product of 3 times the age of Marie 14 years hence and 2 times Candice at present is 4158,3
The product of 18 times Linda's age at present and 2 times the age of John 30 years in the past was 23688,18
The difference between 11 times the age of Stephen 8 years from now and 19 times that of Dorothy's age 2 years ago was 111,11
The product of 12 times Gary's age 2 years ago and 16 times that of Mary at present is 29760,12
The product of 2 times the age of Janet 19 years from now and 10 times that of Doris's age 8 years in the past was 20400,2
The product of 18 times Mollie's age 29 years hence and 8 times the age of James 29 years hence will be 195840,18
54 times Barbara's age 36 years from now will be 110 times that of Kristen 2 years ago,54
The difference between 9 times the age of Ruby 7 years ago and 2 times the age of Raul at present is -26,9
The ratio between Leonard's age now and the age of Kevin 32 years from now will be 2 : 28,28
The difference between 4 times Brian's age 13 years in the past and 19 times that of Bonnie's age 13 years ago was -649,4
123 times Nathan's age 14 years in the past was 27 times Curtis's age 20 years from now,123
The difference between 14 times the age of Thomas 18 years in the past and 5 times that of Deborah's age 18 years in the past was -97,14
The product of 5 times the age of David at present and 5 times that of Bernadine's age now is 7350,5
99 times Ernest's age 27 years hence will be 222 times that of Josefina's age 27 years from now,99
The sum of 15 times the age of Chester at present and 5 times Trudy's age 37 years from now will be 495,15
The product of 2 times James's age 48 years from now and 17 times the age of David 48 years from now will be 134640,2
The sum of 3 times the age of Marcy 3 years hence and 5 times the age of Sheri 2 years ago was 129,3
The sum of 16 times the age of Karen 26 years hence and that of Elizabeth 26 years hence will be 763,16
The product of 10 times June's age 42 years hence and 19 times Ambrose's age 16 years in the past was 296400,10
4 times the age of Gregory at present is 60 times Gregory's age 2 years ago,4
The ratio between William's age now and Laura's age 30 years ago was 80 by 26,26
The ratio between the age of Allan 26 years ago and Cynthia's age 48 years hence will be 15 by 76,76
The ratio between Janelle's age 19 years ago and Neil's age 19 years ago was 23 : 13,13
The ratio between the age of Gina now and that of Clara now is 54 by 105,105
92 times Dorothy's age 2 years in the past was 4 times Steven's age now,92
The product of 16 times Kevin's age 32 years from now and 3 times that of Madeline's age 17 years ago was 28032,16
The ratio between the age of Helen 32 years hence and that of Melvin now is 36 : 21,21
The difference between Elizabeth's age 33 years from now and 2 times that of Rosalee's age now is 6,33
The sum of 18 times Michael's age 2 years from now and 16 times the age of Barb at present is 804,18
43 times the age of Jessie 35 years from now will be 65 times the age of George now,43
The sum of 8 times Dana's age 16 years hence and 14 times Renee's age 16 years hence will be 920,8
The product of 19 times Judy's age 20 years hence and 7 times that of Terence's age 20 years hence will be 379316,19
The ratio between Robert's age 17 years ago and that of Lawrence 17 years ago was 2 : 1,1
The ratio between the age of Barbara now and Ronald 6 years hence will be 81 : 48,48
The product of 19 times Donald's age 13 years from now and 3 times Donald's age 13 years hence will be 58482,19
141 times the age of Roland 6 years hence will be 138 times that of Anna at present,141
The difference between 13 times the age of Carl at present and 10 times Paul's age at present is -80,13
The ratio between Allan's age 26 years ago and that of Cynthia's age now is 60 : 112,112
The product of 13 times the age of James now and 16 times that of Virgina's age at present is 344448,13
51 times Michael's age 9 years ago was 48 times that of John's age 9 years ago,51
